id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3063,Male,Loyal Customer,66,Business travel,Eco,65,4,3,3,4,5,4,4,2,3,3,4,4,4,3,16,10.0,neutral or dissatisfied
3064,Male,Loyal Customer,13,Business travel,Business,3788,3,3,3,4,5,1,3,2,2,3,4,3,3,4,16,12.0,neutral or dissatisfied
3065,Female,disloyal Customer,23,Business travel,Eco,1000,3,3,2,2,3,3,4,1,3,2,2,2,4,2,7,0.0,neutral or dissatisfied
3066,Female,Loyal Customer,37,Business travel,Eco,970,2,4,5,2,4,4,4,2,4,4,4,4,4,3,1,0.0,satisfied
3067,Female,Loyal Customer,61,Personal Travel,Eco,2740,3,4,3,4,3,5,3,1,3,4,3,3,5,4,4,0.0,satisfied
3068,Female,Loyal Customer,10,Business travel,Eco,1243,2,3,2,5,2,3,4,2,4,3,4,3,3,3,11,29.0,neutral or dissatisfied
3069,Male,Loyal Customer,27,Business travel,Business,4816,4,4,5,3,2,1,5,3,3,3,5,3,4,3,36,27.0,neutral or dissatisfied
3070,Male,Loyal Customer,33,Business travel,Business,773,2,4,1,2,3,3,5,4,5,2,4,4,3,2,37,45.0,neutral or dissatisfied
3071,Male,Loyal Customer,64,Personal Travel,Business,800,1,3,3,5,4,3,2,3,3,4,3,5,2,4,10,0.0,neutral or dissatisfied
3072,Male,Loyal Customer,81,Business travel,Eco,3815,3,3,2,2,2,4,3,3,3,2,5,3,3,2,38,34.0,neutral or dissatisfied
3073,Male,Loyal Customer,54,Personal Travel,Business,1468,3,4,2,3,3,3,3,5,4,3,3,3,1,5,26,24.0,satisfied
3074,Female,Loyal Customer,46,Business travel,Eco,3586,2,1,2,3,3,2,4,0,3,4,3,4,4,3,3,14.0,satisfied
3075,Female,disloyal Customer,33,Personal Travel,Eco,3423,4,3,2,3,3,4,3,4,1,4,3,2,1,4,77,79.0,neutral or dissatisfied
3076,Female,Loyal Customer,71,Business travel,Eco,985,0,5,4,2,3,4,3,4,4,4,3,4,2,4,5,0.0,satisfied
3077,Male,Loyal Customer,15,Business travel,Eco,2920,5,3,1,3,4,2,2,4,5,4,4,2,4,3,11,10.0,neutral or dissatisfied
3078,Female,Loyal Customer,17,Business travel,Eco,2707,4,3,4,2,5,4,4,1,5,3,2,1,4,4,33,42.0,neutral or dissatisfied
3079,Male,Loyal Customer,22,Business travel,Eco,518,2,2,4,4,2,3,4,3,4,5,2,5,3,2,14,22.0,neutral or dissatisfied
3080,Male,Loyal Customer,27,Personal Travel,Business,3832,3,4,4,3,2,3,2,2,3,4,2,1,3,2,7,2.0,neutral or dissatisfied
3081,Male,Loyal Customer,43,Business travel,Business,4294,4,3,3,4,3,3,3,2,3,3,4,4,2,2,27,16.0,neutral or dissatisfied
3082,Female,Loyal Customer,80,Business travel,Eco,4737,4,4,3,2,5,3,1,5,5,3,4,5,3,3,61,56.0,neutral or dissatisfied
3083,Male,Loyal Customer,57,Business travel,Business,485,2,2,5,3,1,4,1,3,3,4,5,3,4,5,4,9.0,satisfied
3084,Male,Loyal Customer,36,Personal Travel,Eco,933,1,3,1,4,3,1,4,4,2,2,3,4,3,2,17,3.0,satisfied
3085,Male,disloyal Customer,23,Business travel,Business,4134,5,2,4,4,3,4,4,4,5,2,2,1,1,4,11,10.0,neutral or dissatisfied
3086,Male,Loyal Customer,57,Personal Travel,Eco,1556,4,5,2,1,4,3,3,2,2,3,5,2,2,3,19,10.0,neutral or dissatisfied
3087,Male,Loyal Customer,26,Personal Travel,Business,3146,3,3,4,3,4,3,5,3,1,1,2,3,2,2,28,25.0,neutral or dissatisfied
3088,Male,Loyal Customer,83,Business travel,Eco,1774,3,2,2,2,3,3,1,3,4,3,4,3,3,4,55,59.0,neutral or dissatisfied
3089,Male,disloyal Customer,44,Personal Travel,Business,1127,4,1,4,4,4,2,1,4,4,4,2,3,3,3,3,3.0,satisfied
3090,Male,Loyal Customer,49,Business travel,Eco,3143,4,2,1,5,2,1,2,4,4,3,3,3,2,3,35,40.0,neutral or dissatisfied
3091,Male,Loyal Customer,77,Business travel,Business,1067,1,4,1,0,4,2,1,5,4,4,3,3,4,4,3,12.0,satisfied
3092,Male,Loyal Customer,30,Business travel,Eco,725,3,4,3,2,5,1,3,4,3,4,2,2,1,3,21,50.0,neutral or dissatisfied
3093,Female,Loyal Customer,43,Business travel,Business,2675,2,2,5,3,3,2,4,4,3,2,5,3,2,3,0,7.0,satisfied
3094,Male,Loyal Customer,48,Business travel,Eco,1007,3,2,4,3,3,1,4,4,3,3,2,2,4,3,40,44.0,neutral or dissatisfied
3095,Female,disloyal Customer,28,Business travel,Eco,1001,4,5,4,4,3,5,4,5,3,2,2,3,4,3,4,0.0,satisfied
3096,Female,Loyal Customer,11,Personal Travel,Eco Plus,3913,1,5,4,3,4,2,4,3,4,3,2,5,3,2,7,14.0,neutral or dissatisfied
3097,Male,Loyal Customer,29,Business travel,Eco,2667,2,4,3,2,3,3,3,1,4,4,1,1,4,4,25,37.0,neutral or dissatisfied
3098,Male,Loyal Customer,15,Business travel,Eco,2733,2,5,4,2,2,4,3,3,2,4,3,3,3,3,7,2.0,neutral or dissatisfied
3099,Male,disloyal Customer,59,Business travel,Eco,759,3,5,2,2,4,4,4,2,2,2,2,4,3,4,0,0.0,neutral or dissatisfied
3100,Male,disloyal Customer,7,Business travel,Business,843,4,5,3,2,2,3,2,2,4,3,4,4,4,3,4,0.0,neutral or dissatisfied
3101,Male,Loyal Customer,31,Personal Travel,Eco,1984,5,3,3,2,3,3,0,3,3,2,4,3,4,4,20,10.0,neutral or dissatisfied
3102,Male,Loyal Customer,75,Business travel,Business,1972,3,2,2,3,1,3,4,3,2,2,2,2,5,3,11,11.0,satisfied
3103,Male,Loyal Customer,51,Business travel,Eco,2285,4,5,3,3,3,5,3,4,1,5,2,4,3,5,14,4.0,satisfied
3104,Male,Loyal Customer,59,Business travel,Business,715,4,2,3,2,3,4,5,4,5,5,5,2,3,2,5,5.0,satisfied
3105,Female,disloyal Customer,59,Personal Travel,Business,4497,4,2,2,2,1,4,4,4,4,5,2,4,3,2,21,23.0,satisfied
3106,Male,Loyal Customer,30,Business travel,Eco,1845,3,2,3,2,3,5,4,2,4,3,4,3,3,5,9,11.0,satisfied
3107,Female,Loyal Customer,56,Personal Travel,Business,4090,3,3,3,2,2,4,3,2,4,3,2,2,5,4,12,9.0,neutral or dissatisfied
3108,Male,Loyal Customer,24,Business travel,Business,2030,2,1,2,2,3,4,2,1,3,4,2,3,4,5,5,0.0,neutral or dissatisfied
3109,Female,Loyal Customer,56,Business travel,Business,2387,2,1,3,4,3,4,3,4,3,3,3,5,2,4,10,19.0,satisfied
3110,Male,disloyal Customer,60,Business travel,Eco,604,3,2,2,5,1,4,4,5,3,1,5,2,2,3,83,69.0,neutral or dissatisfied
3111,Female,Loyal Customer,75,Business travel,Business,3399,3,2,3,2,2,2,4,3,2,5,2,1,5,5,2,2.0,satisfied
3112,Female,Loyal Customer,78,Business travel,Business,346,3,4,2,4,2,2,4,3,1,2,4,2,3,1,3,14.0,satisfied
3113,Male,Loyal Customer,8,Business travel,Eco Plus,3751,4,3,4,4,4,3,3,3,5,4,5,3,4,4,26,26.0,neutral or dissatisfied
3114,Female,disloyal Customer,30,Business travel,Eco,4413,3,4,4,3,4,4,2,3,3,4,3,5,3,0,2,12.0,neutral or dissatisfied
3115,Male,Loyal Customer,49,Business travel,Business,1840,2,4,2,5,5,4,4,5,3,5,4,3,4,5,18,22.0,neutral or dissatisfied
3116,Male,disloyal Customer,32,Business travel,Eco,4443,3,3,4,3,2,5,4,3,2,4,4,1,3,2,0,0.0,neutral or dissatisfied
3117,Female,Loyal Customer,55,Business travel,Business,3509,4,4,5,3,2,3,3,4,4,2,2,3,3,3,3,13.0,neutral or dissatisfied
3118,Female,Loyal Customer,73,Business travel,Eco,62,2,3,2,3,3,4,4,5,3,4,2,4,3,2,8,4.0,neutral or dissatisfied
3119,Male,Loyal Customer,27,Business travel,Business,1054,3,3,2,3,3,4,4,4,2,3,3,3,5,4,1,0.0,satisfied
3120,Female,Loyal Customer,76,Business travel,Business,3223,3,1,4,4,2,3,3,3,3,2,3,4,2,3,31,36.0,satisfied
3121,Female,Loyal Customer,75,Personal Travel,Business,3523,2,4,2,3,3,3,3,3,4,1,3,1,4,5,1,0.0,satisfied
3122,Female,Loyal Customer,78,Business travel,Eco,513,3,2,2,4,4,2,2,3,3,3,4,2,5,2,6,13.0,neutral or dissatisfied
3123,Male,Loyal Customer,12,Business travel,Business,3438,1,3,2,2,1,3,3,4,4,1,2,3,4,2,9,12.0,satisfied
3124,Female,Loyal Customer,29,Business travel,Eco,4060,3,3,4,2,2,3,4,3,5,5,2,4,3,3,3,16.0,satisfied
3125,Male,Loyal Customer,16,Personal Travel,Eco,504,1,2,2,2,1,4,4,4,3,1,3,2,3,5,2,11.0,neutral or dissatisfied
3126,Female,Loyal Customer,16,Business travel,Eco,4403,4,3,3,3,3,5,4,4,3,3,3,3,2,4,14,13.0,neutral or dissatisfied
3127,Female,Loyal Customer,11,Business travel,Eco,2688,3,3,2,4,3,3,4,1,2,3,5,3,5,4,8,5.0,neutral or dissatisfied
3128,Female,Loyal Customer,41,Business travel,Business,3102,2,3,4,2,4,5,3,1,3,3,4,2,3,3,28,23.0,neutral or dissatisfied
3129,Female,disloyal Customer,13,Business travel,Business,300,4,3,2,4,3,3,2,3,1,2,4,2,3,2,0,0.0,satisfied
3130,Female,disloyal Customer,30,Personal Travel,Business,3085,2,2,1,3,3,4,3,4,4,4,3,3,2,5,9,2.0,neutral or dissatisfied
3131,Male,Loyal Customer,83,Business travel,Eco,2299,2,4,1,3,1,3,3,4,2,3,3,3,3,2,16,14.0,neutral or dissatisfied
3132,Male,Loyal Customer,75,Business travel,Business,1888,1,2,4,4,2,2,4,2,2,3,3,4,3,3,11,1.0,satisfied
3133,Female,Loyal Customer,80,Business travel,Eco,3912,4,2,4,4,3,3,4,4,3,2,3,3,4,2,1,0.0,neutral or dissatisfied
3134,Male,Loyal Customer,9,Personal Travel,Eco,1284,5,4,4,3,2,5,4,5,5,4,3,4,3,3,7,17.0,neutral or dissatisfied
3135,Female,disloyal Customer,58,Personal Travel,Eco,346,1,4,2,3,4,3,1,2,2,5,3,3,4,1,7,0.0,neutral or dissatisfied
3136,Male,Loyal Customer,56,Personal Travel,Eco,2521,2,4,3,3,4,3,2,2,3,5,3,3,1,4,21,10.0,neutral or dissatisfied
3137,Female,Loyal Customer,17,Personal Travel,Business,3731,3,3,5,1,2,3,3,3,4,2,3,4,5,5,13,8.0,satisfied
3138,Male,Loyal Customer,77,Personal Travel,Business,711,2,1,3,2,1,3,4,3,2,3,5,3,2,4,2,12.0,satisfied
3139,Male,Loyal Customer,38,Business travel,Eco,4924,3,5,2,4,2,5,5,5,3,1,4,3,4,2,19,12.0,satisfied
3140,Male,disloyal Customer,83,Business travel,Business,3377,3,1,3,1,2,5,2,4,1,4,4,3,0,4,5,3.0,satisfied
3141,Male,Loyal Customer,15,Business travel,Eco,4673,3,4,4,2,2,3,2,3,3,1,4,4,3,3,12,14.0,neutral or dissatisfied
3142,Male,Loyal Customer,57,Business travel,Eco Plus,2376,2,5,4,3,1,4,3,3,5,3,3,3,4,3,0,4.0,satisfied
3143,Male,Loyal Customer,17,Personal Travel,Business,659,3,3,2,5,3,4,2,2,4,4,4,1,2,5,15,15.0,satisfied
3144,Female,disloyal Customer,81,Business travel,Business,929,2,3,2,4,4,3,2,5,3,3,3,2,3,3,12,15.0,neutral or dissatisfied
3145,Female,Loyal Customer,54,Business travel,Business,2528,3,3,3,4,2,2,3,4,2,2,2,2,4,4,24,31.0,satisfied
3146,Female,disloyal Customer,12,Business travel,Business,2962,1,3,2,2,3,3,4,3,3,4,3,4,4,1,0,0.0,neutral or dissatisfied
3147,Female,disloyal Customer,23,Business travel,Eco Plus,3683,3,5,2,3,3,4,3,3,2,4,5,1,1,3,0,0.0,satisfied
3148,Female,Loyal Customer,35,Business travel,Eco Plus,3986,2,2,5,1,4,4,2,3,3,2,4,3,4,4,1,0.0,satisfied
3149,Female,disloyal Customer,8,Business travel,Business,3825,4,2,3,3,2,1,3,1,3,3,3,4,5,3,21,19.0,neutral or dissatisfied
3150,Male,Loyal Customer,7,Personal Travel,Eco Plus,2964,3,3,3,4,3,3,2,2,3,2,4,4,5,4,6,15.0,neutral or dissatisfied
3151,Female,Loyal Customer,79,Business travel,Business,139,3,5,3,1,3,2,4,3,3,4,3,3,2,2,2,9.0,neutral or dissatisfied
3152,Male,Loyal Customer,83,Business travel,Eco Plus,2671,3,2,3,3,4,4,5,3,4,3,5,1,2,3,11,11.0,satisfied
3153,Male,Loyal Customer,48,Business travel,Eco,4106,1,3,3,4,4,2,1,3,2,5,3,3,3,3,21,27.0,neutral or dissatisfied
3154,Female,Loyal Customer,77,Personal Travel,Business,4246,1,4,2,2,3,3,3,5,4,2,3,5,4,3,18,34.0,satisfied
3155,Male,Loyal Customer,58,Business travel,Eco,4180,3,4,4,2,1,3,2,3,4,3,2,2,4,4,7,0.0,satisfied
3156,Female,Loyal Customer,9,Business travel,Eco,103,3,4,4,2,2,4,3,2,5,3,3,5,2,4,19,14.0,neutral or dissatisfied
3157,Female,Loyal Customer,62,Personal Travel,Business,2204,3,5,3,3,2,4,3,3,4,3,0,4,3,4,18,16.0,neutral or dissatisfied
3158,Female,Loyal Customer,8,Personal Travel,Business,3102,2,3,2,3,2,4,2,2,5,2,3,3,2,0,22,25.0,satisfied
3159,Female,Loyal Customer,70,Business travel,Eco,1275,3,2,4,4,3,4,5,3,4,1,4,3,2,3,7,11.0,satisfied
3160,Female,Loyal Customer,35,Business travel,Business,2077,3,3,3,2,3,5,3,2,3,4,5,3,4,4,15,7.0,satisfied
3161,Male,disloyal Customer,18,Business travel,Business,531,4,3,2,5,3,1,3,3,2,3,4,2,3,3,2,3.0,satisfied
3162,Female,disloyal Customer,27,Personal Travel,Business,1008,4,5,4,5,4,4,3,3,4,2,3,3,4,3,17,23.0,satisfied
3163,Male,Loyal Customer,60,Business travel,Eco,78,2,2,2,3,4,3,2,3,3,2,2,5,3,4,14,5.0,satisfied
3164,Male,Loyal Customer,73,Personal Travel,Business,4898,3,4,4,3,2,2,3,4,5,2,3,5,4,4,17,18.0,satisfied
3165,Male,Loyal Customer,51,Personal Travel,Eco,4305,3,1,0,2,3,3,1,4,4,1,1,3,2,4,8,4.0,satisfied
3166,Male,Loyal Customer,19,Business travel,Business,2048,3,3,3,3,4,4,1,5,4,4,3,2,3,2,2,0.0,satisfied
3167,Female,Loyal Customer,77,Business travel,Business,71,5,3,4,4,4,5,2,4,3,4,2,1,2,2,0,,satisfied
3168,Male,Loyal Customer,68,Personal Travel,Eco,1709,3,4,3,3,3,2,3,3,3,2,3,5,4,4,19,22.0,neutral or dissatisfied
3169,Female,Loyal Customer,38,Personal Travel,Business,2198,4,4,4,3,3,4,1,3,1,5,3,4,5,1,1,0.0,neutral or dissatisfied
3170,Female,Loyal Customer,50,Personal Travel,Eco,886,2,5,2,3,4,5,3,4,4,2,4,4,4,5,17,24.0,neutral or dissatisfied
3171,Female,Loyal Customer,82,Business travel,Business,3325,2,4,3,3,3,5,3,5,5,4,1,2,3,3,3,19.0,satisfied
3172,Female,Loyal Customer,36,Personal Travel,Eco,4988,1,3,3,2,1,0,3,4,5,3,3,2,3,2,12,12.0,neutral or dissatisfied
3173,Male,disloyal Customer,9,Personal Travel,Business,4227,3,2,3,3,1,5,4,2,3,2,4,2,3,3,12,1.0,neutral or dissatisfied
3174,Male,Loyal Customer,18,Personal Travel,Eco,4287,4,2,5,2,5,4,5,4,1,3,5,0,4,5,1,0.0,neutral or dissatisfied
3175,Female,Loyal Customer,53,Business travel,Business,4163,0,3,4,2,1,1,4,3,3,3,3,2,4,2,37,22.0,satisfied
3176,Female,Loyal Customer,84,Business travel,Eco,396,3,3,4,3,3,2,2,4,3,2,5,3,1,1,4,4.0,neutral or dissatisfied
3177,Female,Loyal Customer,64,Business travel,Business,2779,4,3,4,2,4,5,4,4,4,4,4,3,4,2,17,14.0,satisfied
3178,Male,Loyal Customer,55,Personal Travel,Business,2850,4,2,2,2,1,4,5,3,1,4,3,2,2,4,38,44.0,neutral or dissatisfied
3179,Male,Loyal Customer,32,Personal Travel,Eco,549,2,5,2,4,2,3,2,2,3,4,5,4,2,5,6,2.0,satisfied
3180,Male,Loyal Customer,41,Business travel,Business,779,4,1,1,3,2,3,2,4,2,3,3,2,4,5,1,8.0,satisfied
3181,Male,Loyal Customer,9,Business travel,Business,2847,3,2,2,5,5,4,2,2,5,3,2,4,3,3,12,6.0,neutral or dissatisfied
3182,Male,Loyal Customer,35,Business travel,Eco,3593,4,2,2,4,5,3,3,3,1,3,4,4,5,4,1,1.0,neutral or dissatisfied
3183,Female,Loyal Customer,55,Business travel,Eco,1085,3,3,3,2,2,3,4,3,4,4,4,4,3,4,4,0.0,neutral or dissatisfied
3184,Male,Loyal Customer,77,Personal Travel,Eco,2446,3,4,2,4,4,4,5,3,3,2,4,3,4,3,1,0.0,neutral or dissatisfied
3185,Female,Loyal Customer,78,Business travel,Eco Plus,422,4,3,3,2,3,2,4,4,1,0,4,2,2,1,16,22.0,satisfied
3186,Female,disloyal Customer,71,Business travel,Business,596,3,3,3,5,3,2,4,3,5,4,5,2,3,3,9,17.0,neutral or dissatisfied
3187,Female,Loyal Customer,8,Personal Travel,Business,2922,3,4,2,3,1,2,3,1,5,3,2,1,3,4,8,3.0,satisfied
3188,Male,Loyal Customer,70,Business travel,Eco,2807,4,3,5,4,5,2,4,3,5,4,3,4,4,5,0,4.0,satisfied
3189,Male,disloyal Customer,24,Business travel,Business,3762,3,3,2,3,1,3,4,3,3,2,3,1,2,4,12,18.0,neutral or dissatisfied
3190,Female,Loyal Customer,55,Business travel,Business,4557,2,3,4,3,3,1,5,5,2,3,4,3,5,4,13,5.0,satisfied
3191,Male,Loyal Customer,80,Business travel,Business,990,4,2,1,3,2,3,3,2,3,5,4,3,3,4,21,24.0,satisfied
3192,Female,Loyal Customer,76,Business travel,Business,1738,5,2,3,2,4,4,3,5,4,3,4,2,4,3,8,8.0,satisfied
3193,Female,Loyal Customer,58,Business travel,Business,4286,4,3,2,3,4,2,3,4,3,5,4,3,2,2,15,17.0,neutral or dissatisfied
3194,Male,Loyal Customer,30,Business travel,Business,301,4,4,2,4,2,2,3,3,2,4,3,3,2,4,19,19.0,neutral or dissatisfied
3195,Female,disloyal Customer,47,Business travel,Eco,4149,0,4,5,2,2,3,3,3,4,2,4,3,1,5,6,0.0,neutral or dissatisfied
3196,Male,disloyal Customer,61,Business travel,Eco,4728,2,5,3,5,1,2,2,2,3,3,3,4,4,3,0,1.0,satisfied
3197,Male,Loyal Customer,47,Business travel,Eco Plus,544,2,4,2,4,3,4,4,4,4,5,4,3,4,5,14,13.0,neutral or dissatisfied
3198,Female,Loyal Customer,38,Business travel,Business,751,3,3,4,3,4,2,5,2,5,3,4,3,3,3,11,9.0,satisfied
3199,Female,Loyal Customer,38,Business travel,Business,3437,5,3,3,2,3,3,3,3,4,4,4,2,1,2,1,0.0,neutral or dissatisfied
3200,Male,Loyal Customer,53,Business travel,Eco,2401,2,3,3,5,3,2,4,2,2,5,4,3,3,3,35,43.0,neutral or dissatisfied
3201,Female,Loyal Customer,9,Personal Travel,Business,4938,5,3,2,4,5,4,4,4,3,0,3,3,4,3,0,0.0,neutral or dissatisfied
3202,Female,Loyal Customer,84,Business travel,Business,2746,3,3,2,4,4,3,3,3,4,4,3,2,3,4,26,10.0,neutral or dissatisfied
3203,Female,Loyal Customer,14,Business travel,Eco,3292,2,3,2,3,4,5,3,3,4,4,2,3,4,4,13,23.0,satisfied
3204,Male,Loyal Customer,83,Business travel,Eco,1223,4,2,4,4,1,4,3,3,4,2,4,0,1,2,5,8.0,satisfied
3205,Male,Loyal Customer,9,Business travel,Business,1656,4,4,3,3,4,4,3,2,3,4,5,4,3,2,6,13.0,neutral or dissatisfied
3206,Female,Loyal Customer,46,Business travel,Eco,928,4,1,2,3,3,3,4,4,3,3,1,1,3,3,12,10.0,satisfied
3207,Female,Loyal Customer,39,Business travel,Eco,777,2,3,3,3,2,2,4,2,4,1,4,4,4,5,0,0.0,satisfied
3208,Female,disloyal Customer,51,Business travel,Eco,610,4,4,3,4,2,3,4,4,4,4,3,4,3,2,10,18.0,satisfied
3209,Male,Loyal Customer,40,Personal Travel,Business,4469,2,4,4,5,3,2,3,3,4,3,3,4,4,4,6,9.0,satisfied
3210,Male,Loyal Customer,76,Business travel,Eco,396,2,3,2,3,2,1,2,3,2,3,4,2,2,4,1,0.0,neutral or dissatisfied
3211,Female,Loyal Customer,8,Business travel,Eco,2606,3,5,3,2,2,4,4,4,5,4,3,3,3,3,18,13.0,satisfied
3212,Male,Loyal Customer,83,Personal Travel,Business,2565,2,3,3,5,2,3,2,4,3,2,4,3,3,2,3,0.0,satisfied
3213,Male,disloyal Customer,60,Business travel,Eco,326,4,1,2,5,4,2,2,2,3,4,3,3,3,4,0,7.0,neutral or dissatisfied
3214,Female,disloyal Customer,67,Business travel,Eco,4218,2,3,4,3,2,4,3,5,3,2,5,4,5,3,4,11.0,neutral or dissatisfied
3215,Female,Loyal Customer,17,Business travel,Business,2528,3,1,3,5,3,3,1,0,3,5,3,4,3,3,10,15.0,satisfied
3216,Male,Loyal Customer,12,Business travel,Business,677,2,2,2,3,4,5,3,4,2,4,2,4,3,4,20,29.0,satisfied
3217,Male,Loyal Customer,37,Personal Travel,Business,687,4,4,2,2,1,4,4,3,4,5,4,4,2,5,6,0.0,neutral or dissatisfied
3218,Male,Loyal Customer,32,Business travel,Eco,3518,2,2,3,2,3,3,3,4,2,4,2,4,4,5,4,2.0,neutral or dissatisfied
3219,Female,Loyal Customer,68,Business travel,Business,3117,4,4,2,2,3,4,5,5,3,3,3,3,3,3,15,12.0,satisfied
3220,Male,Loyal Customer,76,Personal Travel,Eco,2092,4,2,4,3,3,3,5,3,1,2,5,4,3,0,6,0.0,neutral or dissatisfied
3221,Female,Loyal Customer,40,Business travel,Business,2055,3,4,3,2,2,3,4,3,1,2,3,3,2,3,15,11.0,satisfied
3222,Male,Loyal Customer,66,Business travel,Eco,224,3,1,3,2,2,5,1,4,4,3,2,1,4,2,5,6.0,neutral or dissatisfied
3223,Female,Loyal Customer,11,Business travel,Eco,207,2,4,2,3,5,2,5,2,2,2,3,4,4,3,9,17.0,satisfied
3224,Female,Loyal Customer,64,Business travel,Eco,2703,4,2,3,4,2,2,3,3,4,3,4,4,5,3,2,6.0,neutral or dissatisfied
3225,Female,Loyal Customer,14,Business travel,Eco,1850,3,5,4,2,2,3,5,3,3,2,3,3,3,3,9,4.0,satisfied
3226,Female,Loyal Customer,59,Business travel,Business,1297,3,2,3,2,3,3,3,2,3,2,4,3,3,4,3,10.0,neutral or dissatisfied
3227,Female,Loyal Customer,36,Business travel,Business,1926,3,5,2,2,2,4,3,3,3,3,3,5,2,3,5,7.0,satisfied
3228,Male,Loyal Customer,39,Personal Travel,Eco,3046,1,2,2,4,4,2,3,4,3,2,3,3,3,3,31,18.0,satisfied
3229,Female,Loyal Customer,28,Business travel,Business,1501,3,1,3,3,3,3,2,4,2,3,4,5,3,4,28,29.0,satisfied
3230,Female,Loyal Customer,38,Personal Travel,Eco,1779,4,3,5,3,4,3,1,3,4,4,5,4,4,2,1,7.0,neutral or dissatisfied
3231,Female,Loyal Customer,75,Business travel,Eco,1449,3,4,2,5,3,5,1,3,3,2,3,3,2,3,9,13.0,neutral or dissatisfied
3232,Male,disloyal Customer,70,Personal Travel,Eco,3348,4,4,3,5,3,4,5,3,3,2,3,2,3,2,26,17.0,neutral or dissatisfied
3233,Female,Loyal Customer,33,Business travel,Business,321,3,4,1,4,4,3,1,1,4,3,4,3,2,4,8,1.0,neutral or dissatisfied
3234,Male,Loyal Customer,29,Personal Travel,Eco,4596,2,4,3,4,2,4,1,2,3,2,3,4,3,3,7,23.0,neutral or dissatisfied
3235,Female,Loyal Customer,46,Personal Travel,Business,2794,2,2,3,2,3,2,4,4,1,4,4,2,5,5,10,4.0,satisfied
3236,Female,Loyal Customer,60,Business travel,Eco,1260,3,4,1,3,4,5,2,5,2,2,2,3,3,1,10,10.0,neutral or dissatisfied
3237,Male,Loyal Customer,21,Business travel,Eco,3809,5,3,3,3,3,2,1,2,4,3,3,5,2,4,14,0.0,neutral or dissatisfied
3238,Female,Loyal Customer,63,Personal Travel,Eco,4702,3,2,3,4,2,5,0,4,3,3,3,1,4,1,14,24.0,neutral or dissatisfied
3239,Female,Loyal Customer,80,Personal Travel,Eco,338,2,3,3,3,1,4,4,2,4,2,1,3,4,2,21,27.0,neutral or dissatisfied
3240,Male,Loyal Customer,72,Business travel,Business,1061,2,3,3,3,3,3,2,3,4,2,2,4,2,1,31,45.0,satisfied
3241,Male,Loyal Customer,49,Personal Travel,Eco,762,1,5,2,4,2,5,4,3,5,2,4,3,2,3,2,0.0,neutral or dissatisfied
3242,Male,Loyal Customer,31,Business travel,Eco,399,2,2,3,5,3,4,3,3,1,4,4,1,2,3,7,17.0,satisfied
3243,Female,Loyal Customer,32,Business travel,Business,3706,4,2,2,5,3,3,3,2,3,5,4,2,3,3,1,0.0,satisfied
3244,Female,Loyal Customer,64,Business travel,Eco Plus,1003,3,2,4,4,2,3,3,3,3,5,4,1,5,1,16,28.0,satisfied
3245,Female,Loyal Customer,42,Personal Travel,Eco,1948,2,5,0,4,3,3,3,4,3,4,3,2,2,3,1,0.0,satisfied
3246,Female,Loyal Customer,15,Business travel,Eco Plus,4083,2,2,3,3,3,3,2,2,4,2,1,4,1,3,40,48.0,neutral or dissatisfied
3247,Female,Loyal Customer,59,Business travel,Eco,3078,4,4,3,4,4,4,2,3,4,2,2,3,3,2,21,21.0,neutral or dissatisfied
3248,Male,Loyal Customer,17,Business travel,Business,3403,3,2,4,2,3,4,2,4,3,5,4,4,2,3,8,13.0,satisfied
3249,Male,Loyal Customer,83,Business travel,Eco,533,2,4,3,3,5,4,5,3,1,5,2,4,2,4,22,26.0,satisfied
3250,Male,disloyal Customer,39,Business travel,Business,4855,3,3,3,5,3,3,3,3,5,4,3,2,4,3,30,33.0,satisfied
3251,Male,Loyal Customer,33,Business travel,Eco,459,5,4,3,4,2,2,1,2,3,4,3,3,3,2,14,33.0,neutral or dissatisfied
3252,Female,Loyal Customer,11,Personal Travel,Business,3563,4,4,4,3,3,4,3,5,3,3,2,1,4,3,3,18.0,neutral or dissatisfied
3253,Male,Loyal Customer,20,Business travel,Eco,3215,5,3,3,3,4,1,2,5,5,5,4,3,4,5,12,16.0,satisfied
3254,Male,Loyal Customer,80,Business travel,Business,2092,1,2,1,3,4,2,3,3,3,2,5,3,2,4,11,13.0,neutral or dissatisfied
3255,Male,Loyal Customer,48,Business travel,Business,4198,3,5,1,1,4,4,3,4,5,1,3,3,1,2,5,17.0,satisfied
3256,Male,disloyal Customer,77,Business travel,Business,4467,2,2,4,2,2,4,5,3,3,4,3,1,4,5,22,34.0,satisfied
3257,Male,Loyal Customer,81,Business travel,Eco,397,4,1,3,4,4,3,3,3,5,2,2,1,3,3,2,3.0,neutral or dissatisfied
3258,Male,Loyal Customer,10,Business travel,Business,4792,4,1,3,2,3,3,4,2,4,2,3,5,5,3,18,18.0,satisfied
3259,Female,Loyal Customer,36,Business travel,Business,1243,3,1,2,3,2,4,4,1,2,4,4,4,4,2,4,0.0,satisfied
